event_name,longitude,latitude,starts_at,ends_at,event_type
SPRINGDALE N S,-6.17857,53.3821,07:00,12:00,School
ST CANICES B N S,-6.29108,53.389,08:00,13:00,School
ST CANICES G N S,-6.29581,53.3892,09:00,14:00,School
S N SEOSAMH NA MBRATHAR,-6.23271,53.3637,10:00,15:00,School
S N BRIGHDE,-6.25627,53.3216,11:00,16:00,School
BAINRION NA N-AINGAL 2,-6.36089,53.3463,12:00,17:00,School
BANTIARNA NA MBUANNA B,-6.26611,53.3885,13:00,18:00,School
BANTIARNA NA MBUANNA G,-6.26731,53.3888,14:00,19:00,School
ST MALACHYS B N S,-6.17959,53.3879,07:00,12:00,School
ST EITHNES SENIOR G N S,-6.17981,53.3893,08:00,13:00,School
EOIN BAISDE B SOIS,-6.19617,53.3632,09:00,14:00,School
EOIN BAISDE C NAOIDH,-6.19844,53.3634,10:00,15:00,School
ST JOSEPHS G N S,-6.30836,53.3958,11:00,16:00,School
ST MONICAS N S,-6.17962,53.3891,12:00,17:00,School
ST KEVINS B N S,-6.30892,53.3949,13:00,18:00,School
HOLY SPIRIT B N S,-6.26894,53.3957,14:00,19:00,School
SN AN SPIORAID NAIOMH C,-6.27014,53.3954,07:00,12:00,School
OUR LADY OF VICTORIES INFANT N S,-6.26564,53.3885,08:00,13:00,School
CROMCASTLE GREEN B N S,-6.21899,53.3949,09:00,14:00,School
SCOIL NAIS IDE CAILINI,-6.21903,53.3946,10:00,15:00,School
SN NA MAIGHDINE MUIRE B,-6.25949,53.3955,11:00,16:00,School
NA MAIGHDINE MHUIRE,-6.26007,53.3955,12:00,17:00,School
ST BRIGIDS BOYS N S,-6.19444,53.3746,13:00,18:00,School
SCOIL NEASAIN,-6.19545,53.3819,14:00,19:00,School
SCOIL MOBHI,-6.26225,53.3732,07:00,12:00,School
HOLY TRINITY SEN N S,-6.15963,53.397,08:00,13:00,School
SCOIL AN TSEACHTAR LAOCH,-6.26384,53.3924,09:00,14:00,School
ST JOSEPHS JNR,-6.26947,53.4009,10:00,15:00,School
DARNDALE NS JUNIOR,-6.19248,53.4011,11:00,16:00,School
ST PAULS JUNIOR NATIONAL SCHOOL,-6.18266,53.3947,12:00,17:00,School
SCOIL BHRIDE,-6.16013,53.3969,13:00,18:00,School
ST PATRICKS,-6.27085,53.3389,14:00,19:00,School
SN NAOMH FINNIN,-6.31115,53.3804,07:00,12:00,School
SCOIL FHIACHRA SOISIR,-6.22568,53.387,08:00,13:00,School
OUR LADY IMMAC SEN N S,-6.19244,53.4016,09:00,14:00,School
ST KEVINS JUNIOR N S,-6.15686,53.3963,10:00,15:00,School
ST OLIVER PLUNKETT N S,-6.29882,53.3816,11:00,16:00,School
ST JOSEPHS SENIOR N S,-6.27094,53.4011,12:00,17:00,School
GAELSCOIL INSE CHOR,-6.31087,53.3438,13:00,18:00,School
SCOIL NAOMH COLMCILLE,-6.15832,53.3966,14:00,19:00,School
ST PAULS SEN NS,-6.18278,53.395,07:00,12:00,School
ST MALACHYS NS,-6.29885,53.3822,08:00,13:00,School
ST FIACHRAS SEN N S,-6.22344,53.3874,09:00,14:00,School
ST GABRIELS NS,-6.34635,53.3427,10:00,15:00,School
ST MICHAELS NS,-6.34712,53.3431,11:00,16:00,School
ST RAPHAELS NS,-6.34677,53.3429,12:00,17:00,School
ST FRANCIS SENIOR N S,-6.20494,53.4036,13:00,18:00,School
LADY OF GOOD COUNSEL NS,-6.31649,53.3297,14:00,19:00,School
ST MARYS CENTRAL N S,-6.23796,53.3208,07:00,12:00,School
OUR LADY OF WAYSIDE N S,-6.33694,53.3311,08:00,13:00,School
ST JOSEPHS MXD N S,-6.22783,53.3542,09:00,14:00,School
GAELSCOIL MIDE,-6.15193,53.3853,10:00,15:00,School
SCOIL CHAOIMHIN,-6.25673,53.3511,11:00,16:00,School
DRIMNAGH CASTLE CBS N S,-6.32996,53.3241,12:00,17:00,School
NORTH DUBLIN NS PROJECT,-6.26733,53.3817,13:00,18:00,School
SCOIL COLM,-6.30651,53.3204,14:00,19:00,School
SCOIL CAITRIONA NA MBRAITHRE,-6.24486,53.336,07:00,12:00,School
GAELSCOIL MOLOGA,-6.2844,53.3171,08:00,13:00,School
ST JOSEPHS NS,-6.20225,53.3979,09:00,14:00,School
ST DAVIDS N S,-6.21627,53.3856,10:00,15:00,School
ST JOHN OF GOD N S,-6.21635,53.3894,11:00,16:00,School
HAROLDS CROSS N S,-6.28479,53.3171,12:00,17:00,School
GAELSCOIL CHOLAISTE MHUIRE,-6.26113,53.3534,13:00,18:00,School
RANELAGH MULTI DENOM NS,-6.25673,53.3266,14:00,19:00,School
ST BRIGIDS SENIOR GIRLS,-6.30917,53.386,07:00,12:00,School
SCOIL TREASA NAOFA,-6.2784,53.3342,08:00,13:00,School
SCOIL EOIN,-6.1561,53.3868,09:00,14:00,School
RUTLAND STREET N S,-6.25156,53.3542,10:00,15:00,School
NORTH BAY EDUCATE TOGETHER NS,-6.15159,53.3851,11:00,16:00,School
ST MARYS N S,-6.23732,53.3639,12:00,17:00,School
GRIFFITH BARRACKS MULTI D SCHOOL,-6.27898,53.3309,13:00,18:00,School
ST AGNES N S,-6.30631,53.3191,14:00,19:00,School
GAELSCOIL BHAILE MUNNA,-6.25488,53.3978,07:00,12:00,School
ST BRIGIDS INFANT N S,-6.30836,53.3863,08:00,13:00,School
ST GABRIELS N S,-6.28971,53.3536,09:00,14:00,School
GAELSCOIL BHARRA,-6.28849,53.3645,10:00,15:00,School
GAELSCOIL LIOS NA NOG,-6.25582,53.3219,11:00,16:00,School
GAELSCOIL CHOLMCILLE,-6.22963,53.3958,12:00,17:00,School
MOTHER OF DIVINE GRACE,-6.2865,53.3861,13:00,18:00,School
OUR LADY OF CONSOLATION NS,-6.21589,53.3741,14:00,19:00,School
ST PETERS NS,-6.2756,53.3615,07:00,12:00,School
ST ULTANS NS,-6.37293,53.3366,08:00,13:00,School
JOHN SCOTTUS NS,-6.23636,53.3342,09:00,14:00,School
ST AUDOENS NS,-6.2734,53.3441,10:00,15:00,School
EDUCATE TOGETHER NS,-6.28444,53.3551,11:00,16:00,School
INCHICORE NS,-6.31914,53.3412,12:00,17:00,School
NORTH DUBLIN MUSLIM NS PROJECT,-6.30079,53.3634,13:00,18:00,School
GLASNEVIN EDUCATE TOGETHER NS,-6.26801,53.3763,14:00,19:00,School
GAELSCOIL UI EARCAIN,-6.31024,53.3902,07:00,12:00,School
ST LAURENCE O TOOLES GIRLS SCHOOL,-6.24271,53.353,08:00,13:00,School
St Benedicts and St Marys National School,-6.16332,53.3882,09:00,14:00,School
St. Francis of Assisi National School,-6.16434,53.4084,10:00,15:00,School
Belmayne Educate Together National School,-6.16553,53.4081,11:00,16:00,School
Holy Child National School,-6.24415,53.3857,12:00,17:00,School
De La Salle National School,-6.35318,53.3447,13:00,18:00,School
St Louise de Marillac Primary School,-6.3586,53.348,14:00,19:00,School
ST. JAMES'S PRIMARY SCHOOL,-6.28924,53.3405,07:00,12:00,School
Portobello Educate Together School,-6.25654,53.3316,08:00,13:00,School
St Mary's Primary School,-6.2631,53.3585,09:00,14:00,School
St Laurence's National School,-6.13231,53.3965,10:00,15:00,School
St. Mary's National School,-6.22852,53.264,11:00,16:00,School
CLOCHAR SAN DOMINIC,-6.13709,53.292,12:00,17:00,School
BOOTERSTOWN BOYS,-6.19796,53.3087,13:00,18:00,School
ALL SAINTS N S,-6.1799,53.2891,14:00,19:00,School
RATHMICHAEL N S,-6.12673,53.2359,07:00,12:00,School
CARYSFORT NS,-6.18208,53.2969,08:00,13:00,School
DALKEY N S (2),-6.10204,53.2813,09:00,14:00,School
HAROLD BOYS N S,-6.10271,53.2782,10:00,15:00,School
TANEY N S,-6.2373,53.2885,11:00,16:00,School
ST BRIGIDS BOYS N S,-6.16828,53.2686,12:00,17:00,School
ST BRIGIDS GIRLS N S,-6.16839,53.2689,13:00,18:00,School
KILTERNAN CHURCH OF IRELAND NS,-6.1992,53.2425,14:00,19:00,School
ST BRIGIDS N S,-6.19573,53.2851,07:00,12:00,School
S N NAOMH LORCAN,-6.20615,53.2883,08:00,13:00,School
ST RAPHAELAS N S,-6.20399,53.2816,09:00,14:00,School
S N PADRAIG NAOFA,-6.21636,53.2221,10:00,15:00,School
SCOIL CAOIMHIN NAOFA,-6.20429,53.2909,11:00,16:00,School
OUR LADY OF MERCY CONVENT SCHOOL,-6.19942,53.3051,12:00,17:00,School
S N CNOC AINBHIL,-6.21677,53.289,13:00,18:00,School
SCOIL LORCAIN,-6.16381,53.2964,14:00,19:00,School
S N SAN TREASA,-6.20907,53.2946,07:00,12:00,School
KILTERNAN N S 1,-6.19507,53.2355,08:00,13:00,School
KILL-O'-THE-GRANGE NS,-6.16092,53.278,09:00,14:00,School
LORETO NATIONAL SCHOOL,-6.10039,53.2801,10:00,15:00,School
SCOIL PADRAIG NAOFA B,-6.17398,53.2799,11:00,16:00,School
ST PATRICKS GNS,-6.17451,53.2794,12:00,17:00,School
SCOIL NA MAIGHDINE MHUIRE BOY,-6.25704,53.275,13:00,18:00,School
ST OLAFS N S,-6.22543,53.2823,14:00,19:00,School
OUR LADY OF GOOD COUNSEL BOYS N S,-6.13766,53.2644,07:00,12:00,School
OUR LADY GOOD COUNSEL GNS,-6.138,53.2636,08:00,13:00,School
SCOIL NA AINGEAL,-6.17048,53.2923,09:00,14:00,School
Our lady's Grove Primary School,-6.23482,53.2997,10:00,15:00,School
NA MAIGHDINE MUIRE GIRL,-6.25702,53.2748,11:00,16:00,School
SN GLEN NA GCAORACH,-6.1148,53.2692,12:00,17:00,School
SCOIL NAITHI,-6.26057,53.282,13:00,18:00,School
SCOIL COLMCILLE SENIOR,-6.13362,53.2545,14:00,19:00,School
SCOIL MHUIRE,-6.12092,53.236,07:00,12:00,School
ST ATTRACTAS JUNIOR N S,-6.25536,53.2807,08:00,13:00,School
DALKEY SCHOOL PROJECT,-6.13204,53.2745,09:00,14:00,School
ST COLMCILLE JUN NS,-6.13375,53.254,10:00,15:00,School
ST ATTRACTAS SENIOR N S,-6.25474,53.2811,11:00,16:00,School
QUEEN OF ANGELS PRIMARY SCHOOL,-6.22508,53.2761,12:00,17:00,School
HOLY FAMILY SCHOOL,-6.15279,53.2861,13:00,18:00,School
ST ANNES MXD N S,-6.12801,53.234,14:00,19:00,School
BOOTERSTOWN N S,-6.19003,53.3003,07:00,12:00,School
HOLY CROSS N S,-6.24041,53.2883,08:00,13:00,School
OUR LADYS N S,-6.24896,53.3014,09:00,14:00,School
ST JOSEPHS,-6.13902,53.2864,10:00,15:00,School
SCOIL NAISIUNTA AN DEA AOIRE,-6.26852,53.2934,11:00,16:00,School
RATHFARNHAM EDUCATE TOGETHER,-6.27366,53.2916,12:00,17:00,School
ISLAMIC NATIONAL SCHOOL,-6.23326,53.3037,13:00,18:00,School
ST JOHNS N S,-6.1273,53.2558,14:00,19:00,School
ST KEVINS N S,-6.13734,53.2762,07:00,12:00,School
GAELSCOIL THAOBH NA COILLE,-6.21438,53.2593,08:00,13:00,School
GAELSCOIL PHADRAIG,-6.12365,53.2482,09:00,14:00,School
MONKSTOWN EDUCATE TOGETHER NS,-6.14958,53.2805,10:00,15:00,School
THE HAROLD SCHOOL,-6.12464,53.2858,11:00,16:00,School
HOLY TRINITY NATIONAL SCHOOL,-6.19546,53.2616,12:00,17:00,School
ARCHBISHOP MCQUAID NATIONAL SCHOOL,-6.12598,53.2469,13:00,18:00,School
Ballinteer Educate Together National School,-6.2382,53.2818,14:00,19:00,School
Stepaside Educate Together National School,-6.1981,53.2456,07:00,12:00,School
Gaelscoil Shliabh Rua,-6.19825,53.245,08:00,13:00,School
ST BRIGIDS MXD N S,-6.36123,53.3749,09:00,14:00,School
S N NA H-AILLE,-6.28467,53.5787,10:00,15:00,School
BALSCADDEN N S,-6.23121,53.6151,11:00,16:00,School
BURROWS N S,-6.0993,53.3911,12:00,17:00,School
SCOIL NAOMH MEARNOG,-6.13401,53.422,13:00,18:00,School
ST ANDREWS N S,-6.15199,53.4487,14:00,19:00,School
SWORDS BOROUGH N S,-6.22217,53.4572,07:00,12:00,School
HOLMPATRICK N S,-6.10656,53.5795,08:00,13:00,School
ST GEORGES N S,-6.20487,53.6062,09:00,14:00,School
SCOIL MOIBHI,-6.14656,53.5644,10:00,15:00,School
CORDUFF N S,-6.18971,53.5165,11:00,16:00,School
ST PATRICKS BOYS NATIONAL SCHOOL,-6.13528,53.4927,12:00,17:00,School
ST PATRICKS SNR MIXED,-6.10919,53.5778,13:00,18:00,School
ST PATRICKS JNR MIXED,-6.10843,53.5778,14:00,19:00,School
SCOIL NAOMH LUCAIS,-6.39138,53.4145,07:00,12:00,School
SCOIL N. BREANDAN,-6.08918,53.5462,08:00,13:00,School
ST MOLAGA SENIOR NS,-6.18945,53.6156,09:00,14:00,School
S N PEADAR AGUS POL N,-6.18752,53.6097,10:00,15:00,School
S N MUIRE AN SEAN BAILE,-6.31754,53.5243,11:00,16:00,School
BAILE FALBACH,-6.20659,53.5505,12:00,17:00,School
S N MHUIRE,-6.38412,53.5626,13:00,18:00,School
BLESSED OLIVER N S,-6.18489,53.5894,14:00,19:00,School
CILL COSCAIN,-6.34376,53.4634,07:00,12:00,School
SAN NIOCLAS MYRA,-6.17507,53.4206,08:00,13:00,School
BRIGHDE NAOFA,-6.29847,53.4909,09:00,14:00,School
ST OLIVER PLUNKETT,-6.14978,53.4462,10:00,15:00,School
SN N SAILBHEASTAR NFA,-6.16243,53.4493,11:00,16:00,School
S N LUSCA,-6.16694,53.529,12:00,17:00,School
ST MARGARETS N S,-6.29954,53.43,13:00,18:00,School
SCOIL BRIDE B,-6.37236,53.3841,14:00,19:00,School
SCOIL BRIDE C,-6.37306,53.3843,07:00,12:00,School
SCOIL MHUIRE MXD,-6.06794,53.3842,08:00,13:00,School
S N C NAOMH PADRAIG,-6.13462,53.4925,09:00,14:00,School
SCOIL NAISUNTA CHNUACHA,-6.36131,53.374,10:00,15:00,School
S N NAOMH MOCHTA,-6.40423,53.3818,11:00,16:00,School
S N CHOLMILLE B,-6.2138,53.4583,12:00,17:00,School
S N CHOLMCILLE C,-6.21341,53.4574,13:00,18:00,School
BALLYBOGHILL N S,-6.26577,53.5209,14:00,19:00,School
MHUIRE IOSEF JUNIOR,-6.14614,53.3893,07:00,12:00,School
ST FRANCIS XAVIER J N S,-6.38229,53.3831,08:00,13:00,School
ST CRONAN,-6.23548,53.4589,09:00,14:00,School
ST FRANCIS XAVIER SENIOR N S,-6.38229,53.3824,10:00,15:00,School
SN OILIBHEIR,-6.39686,53.3871,11:00,16:00,School
SN NAOMH TREASA,-6.17305,53.6033,12:00,17:00,School
S N MUIRE AGUS IOSEF,-6.14589,53.3897,13:00,18:00,School
BRACKENSTOWN SENIOR N S,-6.23448,53.4587,14:00,19:00,School
CORDUFF N S,-6.37495,53.3986,07:00,12:00,School
ST FINTANS NS,-6.09417,53.3801,08:00,13:00,School
ST HELENS JUNIOR N S,-6.13483,53.4388,09:00,14:00,School
ST PHILIP THE APOSTLE JUNIOR N S,-6.40584,53.3897,10:00,15:00,School
SCOIL NAIS MHUIRE SOIS,-6.40002,53.3973,11:00,16:00,School
SCOIL NAIS CAITRIONA,-6.09828,53.5348,12:00,17:00,School
Scoil Réalt na Mara,-6.11971,53.5801,13:00,18:00,School
JOHN PAUL II N S,-6.16821,53.4538,14:00,19:00,School
ST PATRICKS SENIOR SCHOOL,-6.37605,53.3987,07:00,12:00,School
ST PHILIPS  SENIOR N S,-6.40618,53.3894,08:00,13:00,School
ST CIARANS N S,-6.41981,53.3935,09:00,14:00,School
RUSH NS,-6.10335,53.5204,10:00,15:00,School
MARY QUEEN OF IRELAND N S,-6.29158,53.4524,11:00,16:00,School
SCOIL MHUIRE SIN,-6.399,53.3976,12:00,17:00,School
HOLY FAMILY JUNIOR N S,-6.24108,53.4519,13:00,18:00,School
SACRED HEART N S,-6.40911,53.4023,14:00,19:00,School
ST HELENS SENIOR N S,-6.13515,53.4397,07:00,12:00,School
SCOIL THOMAIS,-6.37685,53.378,08:00,13:00,School
LADYSWELL N S,-6.39109,53.4058,09:00,14:00,School
HOLY FAMILY SENIOR N S,-6.24094,53.4522,10:00,15:00,School
GAELSCOIL AN DUINNINIGH,-6.19886,53.4466,11:00,16:00,School
GAELSCOIL BHRIAN BÓROIMHE,-6.24911,53.4732,12:00,17:00,School
CASTLEKNOCK EDUCATE TOGETHER NS,-6.36187,53.3797,13:00,18:00,School
ST PATRICKS NS,-6.38643,53.3687,14:00,19:00,School
MARY  MOTHER OF HOPE SENIOR NS,-6.42294,53.4045,07:00,12:00,School
SWORDS EDUCATE TOGETHER NS,-6.24943,53.4724,08:00,13:00,School
DONABATE/PORTRANE EDUCATE TOGETHER,-6.14564,53.4893,09:00,14:00,School
RUSH AND LUSK EDUCATE TOGETHER NS,-6.15594,53.5287,10:00,15:00,School
CASTAHEANY EDUCATE TOGETHER NS,-6.44173,53.3932,11:00,16:00,School
TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,-6.38932,53.4144,12:00,17:00,School
BALBRIGGAN EDUCATE TOGETHER NS,-6.20556,53.6123,13:00,18:00,School
ST BENEDICTS NATIONAL SCHOOL,-6.43991,53.3929,14:00,19:00,School
Scoil Choilm Community NS,-6.40789,53.3758,07:00,12:00,School
Scoil Ghrainne Community National School,-6.43464,53.3979,08:00,13:00,School
GAELSCOIL BHAILE BRIGIN,-6.17815,53.6004,09:00,14:00,School
Scoil Chormaic,-6.17753,53.6013,10:00,15:00,School
Bracken Educate Together N.S.,-6.1772,53.6006,11:00,16:00,School
Thornleigh Educate Together National School,-6.23275,53.4721,12:00,17:00,School
Skerries Educate Together National School,-6.13352,53.5831,13:00,18:00,School
Mary Mother of Hope Junior National School,-6.42381,53.4042,14:00,19:00,School
Gaelscoil Ros Eo,-6.10515,53.532,07:00,12:00,School
Holywell Educate Together National School,-6.20821,53.4443,08:00,13:00,School
Hansfield Educate Together National School,-6.42627,53.4047,09:00,14:00,School
Powerstown Educate Together National School,-6.38824,53.4143,10:00,15:00,School
Gaelscoil an Chuilinn,-6.38875,53.4144,11:00,16:00,School
LUCAN B N S,-6.4427,53.3593,12:00,17:00,School
CLOCHAR LORETO N S,-6.27787,53.291,13:00,18:00,School
BALLYROAN    B N S,-6.29348,53.2862,14:00,19:00,School
WHITECHURCH NAT SCHOOL,-6.28132,53.2717,07:00,12:00,School
ST ANDREWS N S,-6.43863,53.36,08:00,13:00,School
HOLY FAMILY NATIONAL SCHOOL,-6.47475,53.28,09:00,14:00,School
SCOIL MHUIRE,-6.43903,53.3587,10:00,15:00,School
RATHFARNHAM PARISH N S,-6.30247,53.2932,11:00,16:00,School
CAISLEAIN NUA LIAMHNA,-6.50124,53.2989,12:00,17:00,School
S N NAOMH CILLIN,-6.34484,53.3249,13:00,18:00,School
S N  NAOMH MHUIRE,-6.44317,53.2785,14:00,19:00,School
SCOIL CARMEL,-6.33634,53.2849,07:00,12:00,School
S N BHAILE EAMONN,-6.2985,53.2685,08:00,13:00,School
GLEN NA SMOL N S,-6.35666,53.2452,09:00,14:00,School
S N BRIOTAS,-6.4514,53.2348,10:00,15:00,School
SCOIL LORCAIN B,-6.36807,53.3522,11:00,16:00,School
SCOIL BRIDE C,-6.36868,53.3519,12:00,17:00,School
ST MARYS SCHOOL,-6.35635,53.2901,13:00,18:00,School
SCOIL MHUIRE,-6.39344,53.3177,14:00,19:00,School
S N NAOMH EOIN,-6.39358,53.3215,07:00,12:00,School
SCOIL NAOMH SEOSAMH,-6.39407,53.3171,08:00,13:00,School
ST PATRICK GNS,-6.29921,53.2861,09:00,14:00,School
ST PETERS B N S,-6.32744,53.3048,10:00,15:00,School
ST PAULS G N S,-6.32831,53.3084,11:00,16:00,School
ST PIUS X N S BOYS,-6.30449,53.3025,12:00,17:00,School
ST PIUS X G N S,-6.30377,53.3024,13:00,18:00,School
SCOIL NAOMH IDE,-6.39127,53.3171,14:00,19:00,School
SCOIL NAOMH AINE,-6.3913,53.3169,07:00,12:00,School
ST MARKS SEN NS,-6.38635,53.2868,08:00,13:00,School
SCOIL MHUIRE BOYS,-6.28293,53.2946,09:00,14:00,School
SCOIL MAELRUAIN JUNIOR,-6.36164,53.2776,10:00,15:00,School
SCOIL MAELRUAIN SENIOR,-6.36201,53.2777,11:00,16:00,School
SN NAOMH COLMCILLE,-6.356,53.2855,12:00,17:00,School
ST KEVINS BOYS,-6.35773,53.3011,13:00,18:00,School
ST KEVINS GIRLS,-6.35798,53.3012,14:00,19:00,School
ST MARKS JUNIOR N S,-6.38591,53.2867,07:00,12:00,School
SCOIL COLMCILLE NAOFA,-6.31507,53.2838,08:00,13:00,School
SCOIL MHUIRE,-6.28835,53.2784,09:00,14:00,School
BISHOP GALVIN NS,-6.31768,53.2978,10:00,15:00,School
SCOIL AENGHUSA JUN NS,-6.34443,53.2928,11:00,16:00,School
SCOIL CHRONAIN,-6.46681,53.2815,12:00,17:00,School
SCOIL NANO NAGLE,-6.41247,53.3259,13:00,18:00,School
TALBOT SENIOR NS,-6.41221,53.3259,14:00,19:00,School
BELGARD HEIGHTS N S,-6.38477,53.2981,07:00,12:00,School
ST THOMAS JUNIOR NATIONAL SCHOOL,-6.44805,53.3484,08:00,13:00,School
